Pick and Ban Order - LJL 2024 Spring,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1-2,BP2-3,RP3,RB4,BB4,RB5,BB5,RP4,BP4-5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD


Week 5,Sengoku Gaming,DetonatioN FocusMe,0 - 2,2,14.2,Orianna,Karma,Azir,Kalista,Ashe,Varus,Senna,"Lucian, Milio","Nautilus, Lee Sin",Poppy,Gnar,K'Sante,Aatrox,Gwen,Rumble,"Twisted Fate, Udyr",Tristana,Bot,Support,Jungle,Mid,Top,Bot,Support,Jungle,Top,Mid,SB,https://www.twitch.tv/videos/2066270740?t=05h16m11s
Week 5,DetonatioN FocusMe,Sengoku Gaming,1 - 0,1,14.2,Varus,Orianna,Rell,Azir,Kalista,Ashe,Karma,"Senna, Nautilus","Lucian, Nami",Lee Sin,Poppy,Neeko,Xin Zhao,Twisted Fate,Lissandra,"K'Sante, Viego",Gnar,Mid,Bot,Support,Top,Jungle,Bot,Support,Jungle,Mid,Top,SB,https://www.twitch.tv/videos/2066270740?t=04h22m39s
Week 5,Fukuoka SoftBank HAWKS gaming,AXIZ CREST,2 - 0,1,14.2,Karma,Neeko,Senna,Ashe,Nocturne,Orianna,Hwei,"Varus, Azir","Kalista, Lee Sin",Xin Zhao,Twisted Fate,Udyr,Renata Glasc,Nautilus,K'Sante,"Aatrox, Rell",Alistar,Mid,Bot,Jungle,Top,Support,Bot,Mid,Jungle,Top,Support,SB,https://www.twitch.tv/videos/2066270740?t=03h23m45s
Week 5,AXIZ CREST,Fukuoka SoftBank HAWKS gaming,0 - 1,2,14.2,Neeko,Karma,Ashe,Nocturne,Orianna,Senna,Hwei,"Varus, Lee Sin","Lucian, Milio",Nautilus,Sejuani,LeBlanc,Xin Zhao,Twisted Fate,Viktor,"Udyr, Jarvan IV",K'Sante,Mid,Bot,Support,Top,Jungle,Bot,Jungle,Support,Mid,Top,SB,https://www.twitch.tv/videos/2066270740?t=02h36m50s
Week 5,Burning Core Toyama,V3 Esports,1 - 1,2,14.2,Rumble,Karma,Kalista,Ashe,Neeko,Orianna,Ezreal,"Varus, Rell","Hwei, Maokai",Nautilus,Jayce,Twisted Fate,LeBlanc,Aatrox,Tristana,"Yone, Zac",Nocturne,Bot,Support,Jungle,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.twitch.tv/videos/2066270740?t=01h31m20s
Week 5,V3 Esports,Burning Core Toyama,0 - 1,2,14.2,Twisted Fate,Rumble,Tristana,Neeko,Varus,Kalista,Karma,"Ezreal, Maokai","Lucian, Milio",Ashe,Xin Zhao,Orianna,Jax,Sion,Yone,"Viego, Udyr",Zac,Mid,Bot,Support,Jungle,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.twitch.tv/videos/2066270740?t=00h38m31s
Week 5,Burning Core Toyama,AXIZ CREST,0 - 2,2,14.2,Nocturne,Tristana,Senna,Karma,Jax,Neeko,Twisted Fate,"Lucian, Milio","Varus, Renata Glasc",Hwei,Orianna,Xin Zhao,Lee Sin,Jarvan IV,K'Sante,"Sion, Lillia",Sejuani,Top,Bot,Support,Mid,Jungle,Bot,Support,Mid,Top,Jungle,SB,https://www.twitch.tv/videos/2065234244?t=05h44m35s
Week 5,AXIZ CREST,Burning Core Toyama,1 - 0,1,14.2,Tristana,Karma,Neeko,Nocturne,Varus,Ashe,Senna,"Azir, Nautilus","Maokai, Hwei",Aphelios,Vi,Milio,Jarvan IV,Renata Glasc,Lee Sin,"Xin Zhao, Udyr",Zac,Bot,Support,Mid,Jungle,Top,Mid,Support,Bot,Jungle,Top,SB,https://www.twitch.tv/videos/2065234244?t=04h57m39s
Week 5,Fukuoka SoftBank HAWKS gaming,Sengoku Gaming,2 - 0,1,14.2,Karma,Senna,Ashe,Orianna,Neeko,Rumble,Kalista,"Varus, Poppy","Hwei, Lee Sin",Azir,Renata Glasc,Jax,K'Sante,Milio,Nautilus,"Twisted Fate, Maokai",Aatrox,Bot,Mid,Jungle,Top,Support,Bot,Jungle,Mid,Support,Top,SB,https://www.twitch.tv/videos/2065234244?t=03h46m03s
Week 5,Sengoku Gaming,Fukuoka SoftBank HAWKS gaming,0 - 1,2,14.2,Rumble,Karma,Varus,Neeko,Ezreal,Senna,Orianna,"Ashe, Rell","Nautilus, Kalista",Draven,Nocturne,Viktor,Jarvan IV,Taliyah,Azir,"K'Sante, Viego",Zac,Mid,Support,Bot,Top,Jungle,Support,Jungle,Bot,Mid,Top,SB,https://www.twitch.tv/videos/2065234244?t=02h45m14s
