Pick and Ban Order - PCS 2024 Spring,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1-2,BP2-3,RP3,RB4,BB4,RB5,BB5,RP4,BP4-5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD


Week 5,West Point Esports Philippines,HELL PIGS,0 - 2,2,14.3,Rengar,Senna,Ashe,Karma,Orianna,Kalista,Smolder,"K'Sante, Vi","Hwei, Udyr",Tristana,Lee Sin,Rakan,Poppy,Nautilus,Maokai,"Alistar, Xin Zhao",Xerath,Bot,Mid,Top,Support,Jungle,Top,Jungle,Bot,Support,Mid,SB,https://www.youtube.com/live/YMQK1h4eOCE?si=9smngDQ5j6TJ5kFM&t=15165
Week 5,West Point Esports Philippines,HELL PIGS,0 - 1,2,14.3,Rengar,Senna,Ashe,Karma,Orianna,Kalista,Smolder,"K'Sante, Vi","Udyr, Hwei",Aurelion Sol,Poppy,Lucian,Lee Sin,Varus,Tristana,"Nautilus, Viego",Rakan,Bot,Top,Mid,Support,Jungle,Top,Jungle,Mid,Bot,Support,SB,https://www.youtube.com/live/YMQK1h4eOCE?si=PcZYxZXa7_nxARyT&t=11914
Week 5,J Team,Deep Cross Gaming,0 - 2,2,14.3,Ashe,Azir,LeBlanc,Orianna,Kalista,Nautilus,Smolder,"Karma, Lee Sin","Maokai, Hwei",Senna,Rakan,Rumble,Yuumi,Xerath,Aatrox,"K'Sante, Bard",Ekko,Bot,Jungle,Mid,Top,Support,Support,Jungle,Bot,Top,Mid,SB,https://www.youtube.com/live/YMQK1h4eOCE?si=Rv5u-IJ-Z2DvsG6A&t=7388
Week 5,J Team,Deep Cross Gaming,0 - 1,2,14.3,LeBlanc,Azir,Ashe,Orianna,Kalista,Nautilus,Karma,"Smolder, Hwei","Xin Zhao, Zeri",Lee Sin,Rakan,Rumble,Yuumi,K'Sante,Senna,"Bard, Aatrox",Yone,Mid,Jungle,Bot,Support,Top,Mid,Support,Jungle,Bot,Top,SB,https://www.youtube.com/live/YMQK1h4eOCE?si=t6kap7cqqp5mRRpi&t=4058
Week 5,Frank Esports,PSG Talon,0 - 2,2,14.3,Rumble,Nautilus,Ashe,Aatrox,Taliyah,Orianna,Rell,"Vi, Hwei","Azir, Xayah",Udyr,Gnar,Caitlyn,Jax,Lucian,Rakan,"K'Sante, Leona",Smolder,Jungle,Mid,Bot,Top,Support,Jungle,Mid,Top,Support,Bot,SB,https://www.youtube.com/live/GM124BDgEcw?si=ZRz4SNe6BxPj2Afy&t=15318
Week 5,Frank Esports,PSG Talon,0 - 1,2,14.3,Rumble,Nautilus,Ashe,Azir,Caitlyn,Aatrox,Rell,"Taliyah, Vi","Senna, Tahm Kench",Udyr,Gnar,Varus,Jax,Twisted Fate,Smolder,"Hwei, Camille",Bard,Jungle,Bot,Support,Mid,Top,Mid,Jungle,Top,Bot,Support,SB,https://www.youtube.com/live/GM124BDgEcw?si=7Pva8UNarevIXZ-B&t=11988
Week 5,Beyond Gaming,CTBC Flying Oyster,0 - 2,2,14.3,Twisted Fate,Rumble,Renata Glasc,Smolder,Ashe,Viego,Senna,"Varus, Maokai","Nautilus, Hwei",Yone,Xin Zhao,Sejuani,Lee Sin,Rell,Bard,"Bel'Veth, Aatrox",Gnar,Bot,Support,Mid,Jungle,Top,Bot,Jungle,Mid,Support,Top,SB,https://www.youtube.com/live/GM124BDgEcw?si=1tQ5bf0VHGI_JhUT&t=7103
Week 5,CTBC Flying Oyster,Beyond Gaming,1 - 0,1,14.3,Rumble,Twisted Fate,Smolder,Karma,Maokai,Ashe,Renata Glasc,"Kalista, K'Sante","Varus, Gnar",Hwei,Poppy,Viego,Nocturne,Lee Sin,Xin Zhao,"Sejuani, Yone",Rakan,Support,Bot,Top,Jungle,Mid,Bot,Top,Mid,Jungle,Support,SB,https://www.youtube.com/live/GM124BDgEcw?si=zXjrJ0c2vOMET2nS&t=3906
Week 5,HELL PIGS,J Team,0 - 2,2,14.3,Karma,Rengar,Twisted Fate,Orianna,Senna,Kalista,Varus,"Smolder, Maokai","Ashe, K'Sante",Hwei,LeBlanc,Gwen,Kassadin,Fiora,Nautilus,"Poppy, Syndra",Aatrox,Bot,Support,Top,Jungle,Mid,Bot,Jungle,Mid,Support,Top,SB,https://www.youtube.com/live/DnmbwV3nzzA?si=yeNhKQRAC7DUsFz2&t=14230
Week 5,J Team,HELL PIGS,1 - 0,1,14.3,Rengar,Karma,LeBlanc,Kalista,Orianna,Twisted Fate,Senna,"K'Sante, Nautilus","Tahm Kench, Hwei",Smolder,Gwen,Xin Zhao,Gnar,Kassadin,Sejuani,"Fiora, Nocturne",Yone,Bot,Support,Mid,Top,Jungle,Top,Support,Bot,Jungle,Mid,SB,https://www.youtube.com/live/DnmbwV3nzzA?si=KdnMYT0abfyPQvh6&t=11092
